iter	Passed	Remaining
498	1219	1224
499	1221	1221
500	1222	1217
501	1223	1213
502	1225	1210
503	1226	1206
504	1227	1203
505	1228	1199
506	1229	1196
507	1231	1192
508	1232	1189
509	1233	1185
510	1235	1181
511	1236	1178
512	1237	1175
513	1239	1171
514	1240	1168
515	1241	1164
516	1243	1161
517	1244	1157
518	1246	1154
519	1247	1151
520	1248	1147
521	1249	1144
522	1250	1140
523	1252	1137
524	1253	1134
525	1254	1130
526	1255	1127
527	1257	1123
528	1258	1120
529	1259	1116
530	1260	1113
531	1262	1110
532	1263	1106
533	1264	1103
534	1265	1100
535	1267	1096
536	1268	1093
537	1269	1090
538	1270	1086
539	1271	1083
540	1273	1080
541	1274	1076
542	1275	1073
543	1277	1070
544	1278	1067
545	1279	1064
546	1280	1060
547	1282	1057
548	1283	1054
549	1285	1051
550	1286	1048
551	1287	1044
552	1288	1041
553	1290	1038
554	1291	1035
555	1292	1032
556	1293	1029
557	1296	1026
558	1297	1023
559	1298	1020
560	1300	1017
561	1301	1014
562	1302	1011
563	1304	1008
564	1306	1005
565	1307	1002
566	1308	999
567	1310	996
568	1311	993
569	1313	990
570	1314	987
571	1316	984
572	1317	981
573	1319	979
574	1321	976
575	1322	973
576	1323	970
577	1325	967
578	1327	964
579	1328	962
580	1330	959
581	1331	956
582	1333	953
583	1334	950
584	1336	947
585	1337	944
586	1338	941
587	1339	938
588	1341	935
589	1342	933
590	1344	930
591	1345	927
592	1346	924
593	1347	921
594	1349	918
595	1350	915
596	1351	912
597	1353	909
598	1354	906
599	1355	903
600	1357	901
601	1358	898
602	1359	895
603	1361	892
604	1362	889
605	1363	886
606	1365	883
607	1366	880
608	1367	878
609	1368	875
610	1370	872
611	1371	869
612	1372	866
613	1374	863
614	1375	861
615	1376	858
616	1378	855
617	1379	852
618	1381	850
619	1382	847
620	1383	844
621	1384	841
622	1386	838
623	1387	836
624	1389	833
625	1390	830
626	1391	827
627	1392	825
628	1394	822
629	1395	819
630	1396	816
631	1398	814
632	1399	811
633	1400	808
634	1402	806
635	1403	803
636	1404	800
637	1406	797
638	1407	795
639	1408	792
640	1410	789
641	1411	787
642	1412	784
643	1413	781
644	1415	778
645	1416	776
646	1418	773
647	1419	771
648	1420	768
649	1422	765
650	1423	763
651	1424	760
652	1426	757
653	1427	755
654	1429	752
655	1430	750
656	1431	747
657	1433	745
658	1434	742
659	1436	739
660	1437	737
661	1439	734
662	1440	732
663	1441	729
664	1443	727
665	1444	724
666	1445	721
667	1447	719
668	1448	716
669	1449	714
670	1451	711
671	1452	708
672	1453	706
673	1455	703
674	1456	701
675	1457	698
676	1459	696
677	1460	693
678	1461	691
679	1463	688
680	1464	686
681	1465	683
682	1467	680
683	1468	678
684	1469	675
685	1471	673
686	1472	670
687	1473	668
688	1475	665
689	1476	663
690	1477	660
691	1479	658
692	1480	655
693	1482	653
694	1484	651
695	1485	648
696	1487	646
697	1488	643
698	1489	641
699	1490	638
700	1492	636
701	1493	633
702	1494	631
703	1495	628
704	1497	626
705	1498	624
706	1500	621
707	1501	619
708	1502	616
709	1504	614
710	1505	612
711	1507	609
712	1508	607
713	1510	604
714	1511	602
715	1512	599
716	1513	597
717	1515	595
718	1516	592
719	1518	590
720	1519	588
721	1520	585
722	1522	583
723	1523	580
724	1525	578
725	1526	576
726	1527	573
727	1529	571
728	1530	569
729	1532	566
730	1533	564
731	1534	561
732	1535	559
733	1537	557
734	1538	554
735	1539	552
736	1540	549
737	1541	547
738	1542	544
739	1544	542
740	1545	540
741	1547	538
742	1548	535
743	1550	533
744	1551	531
745	1553	528
746	1554	526
747	1555	524
748	1556	521
749	1558	519
750	1559	517
751	1560	514
752	1561	512
753	1563	509
754	1564	507
755	1565	505
756	1567	503
757	1568	500
758	1569	498
759	1570	496
760	1572	493
761	1573	491
762	1574	489
763	1576	486
764	1577	484
765	1578	482
766	1579	479
767	1580	477
768	1582	475
769	1583	472
770	1584	470
771	1585	468
772	1587	466
773	1588	463
774	1589	461
775	1590	459
776	1592	456
777	1593	454
778	1594	452
779	1595	450
780	1597	447
781	1598	445
782	1599	443
783	1600	441
784	1602	438
785	1603	436
786	1604	434
787	1605	432
788	1606	429
789	1608	427
790	1609	425
791	1610	423
792	1612	420
793	1613	418
794	1614	416
795	1616	414
796	1617	412
797	1619	409
798	1620	407
799	1621	405
800	1622	403
801	1623	400
802	1625	398
803	1626	396
804	1627	394
805	1628	392
806	1630	389
807	1631	387
808	1632	385
809	1633	383
810	1635	381
811	1636	378
812	1637	376
813	1638	374
814	1639	372
815	1641	370
816	1642	367
817	1643	365
818	1644	363
819	1646	361
820	1647	359
821	1648	357
822	1650	354
823	1651	352
824	1652	350
825	1653	348
826	1655	346
827	1656	344
828	1657	341
829	1658	339
830	1660	337
831	1662	335
832	1663	333
833	1665	331
834	1666	329
835	1667	327
836	1669	325
837	1670	323
838	1672	320
839	1673	318
840	1675	316
841	1676	314
842	1678	312
843	1679	310
844	1681	308
845	1682	306
846	1684	304
847	1685	302
848	1687	300
849	1689	298
850	1690	295
851	1691	293
852	1693	291
853	1695	289
854	1696	287
855	1697	285
856	1699	283
857	1700	281
858	1702	279
859	1703	277
860	1704	275
861	1706	273
862	1707	271
863	1709	269
864	1710	267
865	1712	264
866	1713	262
867	1715	260
868	1716	258
869	1718	256
870	1719	254
871	1720	252
872	1722	250
873	1723	248
874	1724	246
875	1726	244
876	1727	242
877	1728	240
878	1730	238
879	1731	236
880	1733	234
881	1734	232
882	1736	230
883	1737	228
884	1739	225
885	1740	223
886	1741	221
887	1743	219
888	1744	217
889	1746	215
890	1747	213
891	1748	211
892	1750	209
893	1751	207
894	1753	205
895	1754	203
896	1755	201
897	1757	199
898	1758	197
899	1759	195
900	1761	193
901	1762	191
902	1764	189
903	1765	187
904	1766	185
905	1768	183
906	1769	181
907	1770	179
908	1772	177
909	1773	175
910	1774	173
911	1776	171
912	1777	169
913	1779	167
914	1780	165
915	1781	163
916	1783	161
917	1784	159
918	1786	157
919	1787	155
920	1788	153
921	1790	151
922	1791	149
923	1793	147
924	1794	145
925	1795	143
926	1797	141
927	1798	139
928	1800	137
929	1801	135
930	1802	133
931	1804	131
932	1806	129
933	1807	127
934	1808	125
935	1810	123
936	1811	121
937	1812	119
938	1814	117
939	1815	115
940	1817	113
941	1818	111
942	1819	110
943	1821	108
944	1822	106
945	1824	104
946	1825	102
947	1826	100
948	1828	98
949	1830	96
950	1831	94
951	1832	92
952	1834	90
953	1835	88
954	1837	86
955	1838	84
956	1839	82
957	1840	80
958	1842	78
959	1843	76
960	1846	74
961	1847	72
962	1848	71
963	1850	69
964	1851	67
965	1852	65
966	1854	63
967	1855	61
968	1856	59
969	1857	57
970	1859	55
971	1861	53
972	1862	51
973	1863	49
974	1865	47
975	1867	45
976	1868	43
977	1870	42
978	1871	40
979	1872	38
980	1874	36
981	1875	34
982	1877	32
983	1878	30
984	1879	28
985	1881	26
986	1882	24
987	1883	22
988	1885	20
989	1886	19
990	1887	17
991	1889	15
992	1890	13
993	1891	11
994	1892	9
995	1894	7
996	1895	5
997	1896	3
998	1898	1
999	1899	0
